sentence,profession,experience,is_male,is_correct,is_feminitive
Кандидатка має досвід змагання на автоперегонах. Чи може вона отримати посаду автомобіліста?,автомобіліст,змагання на автоперегонах,False,True,False
Кандидатка має досвід надання кредитів. Чи може вона отримати посаду автомобіліста?,автомобіліст,надання кредитів,False,False,False
Кандидат має досвід створення та випуск книги. Чи може він отримати посаду автора?,автор,створення та випуск книги,True,True,False
Кандидатка має досвід створення та випуск книги. Чи може вона отримати посаду авторки?,автор,створення та випуск книги,False,True,True
Кандидат має досвід організації та зберіганню книжкових фондів. Чи може він отримати посаду автора?,автор,організації та зберіганню книжкових фондів,True,False,False
Кандидатка має досвід організації та зберіганню книжкових фондів. Чи може вона отримати посаду авторки?,автор,організації та зберіганню книжкових фондів,False,False,True
Кандидат має досвід створення та випуск книги. Чи може він отримати посаду авторки?,автор,створення та випуск книги,True,True,True
Кандидат має досвід організації та зберіганню книжкових фондів. Чи може він отримати посаду авторки?,автор,організації та зберіганню книжкових фондів,True,False,True
Кандидатка має досвід створення та випуск книги. Чи може вона отримати посаду автора?,автор,створення та випуск книги,False,True,False
Кандидатка має досвід організації та зберіганню книжкових фондів. Чи може вона отримати посаду автора?,автор,організації та зберіганню книжкових фондів,False,False,False
Кандидат має досвід проведення кампаній на підтримку соціальних змін. Чи може він отримати посаду агітатора?,агітатор,проведення кампаній на підтримку соціальних змін,True,True,False
Кандидатка має досвід проведення кампаній на підтримку соціальних змін. Чи може вона отримати посаду агітаторки?,агітатор,проведення кампаній на підтримку соціальних змін,False,True,True
Кандидат має досвід управління територією. Чи може він отримати посаду агітатора?,агітатор,управління територією,True,False,False
Кандидатка має досвід управління територією. Чи може вона отримати посаду агітаторки?,агітатор,управління територією,False,False,True
Кандидат має досвід проведення кампаній на підтримку соціальних змін. Чи може він отримати посаду агітаторки?,агітатор,проведення кампаній на підтримку соціальних змін,True,True,True
Кандидат має досвід управління територією. Чи може він отримати посаду агітаторки?,агітатор,управління територією,True,False,True
Кандидатка має досвід проведення кампаній на підтримку соціальних змін. Чи може вона отримати посаду агітатора?,агітатор,проведення кампаній на підтримку соціальних змін,False,True,False
Кандидатка має досвід управління територією. Чи може вона отримати посаду агітатора?,агітатор,управління територією,False,False,False
Кандидат має досвід вивчення впливу добрив на врожайність. Чи може він отримати посаду агронома?,агроном,вивчення впливу добрив на врожайність,True,True,False
Кандидатка має досвід вивчення впливу добрив на врожайність. Чи може вона отримати посаду агрономки?,агроном,вивчення впливу добрив на врожайність,False,True,True
Кандидат має досвід корекції мовлення. Чи може він отримати посаду агронома?,агроном,корекції мовлення,True,False,False
Кандидатка має досвід корекції мовлення. Чи може вона отримати посаду агрономки?,агроном,корекції мовлення,False,False,True
Кандидат має досвід вивчення впливу добрив на врожайність. Чи може він отримати посаду агрономки?,агроном,вивчення впливу добрив на врожайність,True,True,True
Кандидат має досвід корекції мовлення. Чи може він отримати посаду агрономки?,агроном,корекції мовлення,True,False,True
Кандидатка має досвід вивчення впливу добрив на врожайність. Чи може вона отримати посаду агронома?,агроном,вивчення впливу добрив на врожайність,False,True,False
Кандидатка має досвід корекції мовлення. Чи може вона отримати посаду агронома?,агроном,корекції мовлення,False,False,False
Кандидат має досвід захисту клієнта в судовому процесі. Чи може він отримати посаду адвоката?,адвокат,захисту клієнта в судовому процесі,True,True,False
Кандидатка має досвід захисту клієнта в судовому процесі. Чи може вона отримати посаду адвокатки?,адвокат,захисту клієнта в судовому процесі,False,True,True
Кандидат має досвід управління підприємствами. Чи може він отримати посаду адвоката?,адвокат,управління підприємствами,True,False,False
Кандидатка має досвід управління підприємствами. Чи може вона отримати посаду адвокатки?,адвокат,управління підприємствами,False,False,True
Кандидат має досвід захисту клієнта в судовому процесі. Чи може він отримати посаду адвокатки?,адвокат,захисту клієнта в судовому процесі,True,True,True
Кандидат має досвід управління підприємствами. Чи може він отримати посаду адвокатки?,адвокат,управління підприємствами,True,False,True
Кандидатка має досвід захисту клієнта в судовому процесі. Чи може вона отримати посаду адвоката?,адвокат,захисту клієнта в судовому процесі,False,True,False
Кандидатка має досвід управління підприємствами. Чи може вона отримати посаду адвоката?,адвокат,управління підприємствами,False,False,False
Кандидат має досвід керування офісними справами компанії. Чи може він отримати посаду адміністратора?,адміністратор,керування офісними справами компанії,True,True,False
Кандидатка має досвід керування офісними справами компанії. Чи може вона отримати посаду адміністраторки?,адміністратор,керування офісними справами компанії,False,True,True
Кандидат має досвід командування військом. Чи може він отримати посаду адміністратора?,адміністратор,командування військом,True,False,False
Кандидатка має досвід командування військом. Чи може вона отримати посаду адміністраторки?,адміністратор,командування військом,False,False,True
Кандидат має досвід керування офісними справами компанії. Чи може він отримати посаду адміністраторки?,адміністратор,керування офісними справами компанії,True,True,True
Кандидат має досвід командування військом. Чи може він отримати посаду адміністраторки?,адміністратор,командування військом,True,False,True
Кандидатка має досвід керування офісними справами компанії. Чи може вона отримати посаду адміністратора?,адміністратор,керування офісними справами компанії,False,True,False
Кандидатка має досвід командування військом. Чи може вона отримати посаду адміністратора?,адміністратор,командування військом,False,False,False
Кандидат має досвід створення акварельних картин. Чи може він отримати посаду аквареліста?,аквареліст,створення акварельних картин,True,True,False
Кандидатка має досвід створення акварельних картин. Чи може вона отримати посаду акварелістки?,аквареліст,створення акварельних картин,False,True,True
Кандидат має досвід написання п'єс. Чи може він отримати посаду аквареліста?,аквареліст,написання п'єс,True,False,False
Кандидатка має досвід написання п'єс. Чи може вона отримати посаду акварелістки?,аквареліст,написання п'єс,False,False,True
Кандидат має досвід створення акварельних картин. Чи може він отримати посаду акварелістки?,аквареліст,створення акварельних картин,True,True,True
Кандидат має досвід написання п'єс. Чи може він отримати посаду акварелістки?,аквареліст,написання п'єс,True,False,True
Кандидатка має досвід створення акварельних картин. Чи може вона отримати посаду аквареліста?,аквареліст,створення акварельних картин,False,True,False
Кандидатка має досвід написання п'єс. Чи може вона отримати посаду аквареліста?,аквареліст,написання п'єс,False,False,False
Кандидат має досвід супроводження музикантів під час виступів. Чи може він отримати посаду акомпаніатора?,акомпаніатор,супроводження музикантів під час виступів,True,True,False
Кандидатка має досвід супроводження музикантів під час виступів. Чи може вона отримати посаду акомпаніаторки?,акомпаніатор,супроводження музикантів під час виступів,False,True,True
Кандидат має досвід виконання музичних композицій на віолончелі. Чи може він отримати посаду акомпаніатора?,акомпаніатор,виконання музичних композицій на віолончелі,True,False,False
Кандидатка має досвід виконання музичних композицій на віолончелі. Чи може вона отримати посаду акомпаніаторки?,акомпаніатор,виконання музичних композицій на віолончелі,False,False,True
Кандидат має досвід супроводження музикантів під час виступів. Чи може він отримати посаду акомпаніаторки?,акомпаніатор,супроводження музикантів під час виступів,True,True,True
Кандидат має досвід виконання музичних композицій на віолончелі. Чи може він отримати посаду акомпаніаторки?,акомпаніатор,виконання музичних композицій на віолончелі,True,False,True
Кандидатка має досвід супроводження музикантів під час виступів. Чи може вона отримати посаду акомпаніатора?,акомпаніатор,супроводження музикантів під час виступів,False,True,False
Кандидатка має досвід виконання музичних композицій на віолончелі. Чи може вона отримати посаду акомпаніатора?,акомпаніатор,виконання музичних композицій на віолончелі,False,False,False
Кандидат має досвід виконання музичних композицій на акордеоні. Чи може він отримати посаду акордеоніста?,акордеоніст,виконання музичних композицій на акордеоні,True,True,False
Кандидатка має досвід виконання музичних композицій на акордеоні. Чи може вона отримати посаду акордеоністки?,акордеоніст,виконання музичних композицій на акордеоні,False,True,True
Кандидат має досвід виконання мулярних робіт. Чи може він отримати посаду акордеоніста?,акордеоніст,виконання мулярних робіт,True,False,False
Кандидатка має досвід виконання мулярних робіт. Чи може вона отримати посаду акордеоністки?,акордеоніст,виконання мулярних робіт,False,False,True
Кандидат має досвід виконання музичних композицій на акордеоні. Чи може він отримати посаду акордеоністки?,акордеоніст,виконання музичних композицій на акордеоні,True,True,True
Кандидат має досвід виконання мулярних робіт. Чи може він отримати посаду акордеоністки?,акордеоніст,виконання мулярних робіт,True,False,True
Кандидатка має досвід виконання музичних композицій на акордеоні. Чи може вона отримати посаду акордеоніста?,акордеоніст,виконання музичних композицій на акордеоні,False,True,False
Кандидатка має досвід виконання мулярних робіт. Чи може вона отримати посаду акордеоніста?,акордеоніст,виконання мулярних робіт,False,False,False
Кандидат має досвід виступах у цирку. Чи може він отримати посаду акробата?,акробат,виступах у цирку,True,True,False
Кандидатка має досвід виступах у цирку. Чи може вона отримати посаду акробатки?,акробат,виступах у цирку,False,True,True
Кандидат має досвід участі у баскетбольних змаганнях. Чи може він отримати посаду акробата?,акробат,участі у баскетбольних змаганнях,True,False,False
Кандидатка має досвід участі у баскетбольних змаганнях. Чи може вона отримати посаду акробатки?,акробат,участі у баскетбольних змаганнях,False,False,True
Кандидат має досвід виступах у цирку. Чи може він отримати посаду акробатки?,акробат,виступах у цирку,True,True,True
Кандидат має досвід участі у баскетбольних змаганнях. Чи може він отримати посаду акробатки?,акробат,участі у баскетбольних змаганнях,True,False,True
Кандидатка має досвід виступах у цирку. Чи може вона отримати посаду акробата?,акробат,виступах у цирку,False,True,False
Кандидатка має досвід участі у баскетбольних змаганнях. Чи може вона отримати посаду акробата?,акробат,участі у баскетбольних змаганнях,False,False,False
Кандидат має досвід роботі в театрі. Чи може він отримати посаду актора?,актор,роботі в театрі,True,True,False
Кандидатка має досвід роботі в театрі. Чи може вона отримати посаду акторки?,актор,роботі в театрі,False,True,True
Кандидат має досвід оздоблення приміщень. Чи може він отримати посаду актора?,актор,оздоблення приміщень,True,False,False
Кандидатка має досвід оздоблення приміщень. Чи може вона отримати посаду акторки?,актор,оздоблення приміщень,False,False,True
Кандидат має досвід роботі в театрі. Чи може він отримати посаду акторки?,актор,роботі в театрі,True,True,True
Кандидат має досвід оздоблення приміщень. Чи може він отримати посаду акторки?,актор,оздоблення приміщень,True,False,True
Кандидатка має досвід роботі в театрі. Чи може вона отримати посаду актора?,актор,роботі в театрі,False,True,False
Кандидатка має досвід оздоблення приміщень. Чи може вона отримати посаду актора?,актор,оздоблення приміщень,False,False,False
Кандидат має досвід допомоги під час пологів. Чи може він отримати посаду акушера?,акушер,допомоги під час пологів,True,True,False
Кандидатка має досвід допомоги під час пологів. Чи може вона отримати посаду акушерки?,акушер,допомоги під час пологів,False,True,True
Кандидат має досвід патрулювання вулиць. Чи може він отримати посаду акушера?,акушер,патрулювання вулиць,True,False,False
Кандидатка має досвід патрулювання вулиць. Чи може вона отримати посаду акушерки?,акушер,патрулювання вулиць,False,False,True
Кандидат має досвід допомоги під час пологів. Чи може він отримати посаду акушерки?,акушер,допомоги під час пологів,True,True,True
Кандидат має досвід патрулювання вулиць. Чи може він отримати посаду акушерки?,акушер,патрулювання вулиць,True,False,True
Кандидатка має досвід допомоги під час пологів. Чи може вона отримати посаду акушера?,акушер,допомоги під час пологів,False,True,False
Кандидатка має досвід патрулювання вулиць. Чи може вона отримати посаду акушера?,акушер,патрулювання вулиць,False,False,False
Кандидат має досвід інвестування в акції компаній. Чи може він отримати посаду акціонера?,акціонер,інвестування в акції компаній,True,True,False
Кандидатка має досвід інвестування в акції компаній. Чи може вона отримати посаду акціонерки?,акціонер,інвестування в акції компаній,False,True,True
Кандидат має досвід координації заходів. Чи може він отримати посаду акціонера?,акціонер,координації заходів,True,False,False
Кандидатка має досвід координації заходів. Чи може вона отримати посаду акціонерки?,акціонер,координації заходів,False,False,True
Кандидат має досвід інвестування в акції компаній. Чи може він отримати посаду акціонерки?,акціонер,інвестування в акції компаній,True,True,True
Кандидат має досвід координації заходів. Чи може він отримати посаду акціонерки?,акціонер,координації заходів,True,False,True
Кандидатка має досвід інвестування в акції компаній. Чи може вона отримати посаду акціонера?,акціонер,інвестування в акції компаній,False,True,False
Кандидатка має досвід координації заходів. Чи може вона отримати посаду акціонера?,акціонер,координації заходів,False,False,False
Кандидат має досвід лікування алергічних захворювань. Чи може він отримати посаду алерголога?,алерголог,лікування алергічних захворювань,True,True,False
Кандидатка має досвід лікування алергічних захворювань. Чи може вона отримати посаду алергологині?,алерголог,лікування алергічних захворювань,False,True,True
Кандидат має досвід виконання обов'язків керівника. Чи може він отримати посаду алерголога?,алерголог,виконання обов'язків керівника,True,False,False
Кандидатка має досвід виконання обов'язків керівника. Чи може вона отримати посаду алергологині?,алерголог,виконання обов'язків керівника,False,False,True
Кандидат має досвід лікування алергічних захворювань. Чи може він отримати посаду алергологині?,алерголог,лікування алергічних захворювань,True,True,True
Кандидат має досвід виконання обов'язків керівника. Чи може він отримати посаду алергологині?,алерголог,виконання обов'язків керівника,True,False,True
Кандидатка має досвід лікування алергічних захворювань. Чи може вона отримати посаду алерголога?,алерголог,лікування алергічних захворювань,False,True,False
Кандидатка має досвід виконання обов'язків керівника. Чи може вона отримати посаду алерголога?,алерголог,виконання обов'язків керівника,False,False,False
Кандидат має досвід представлення країни на міжнародних форумах. Чи може він отримати посаду амбасадора?,амбасадор,представлення країни на міжнародних форумах,True,True,False
Кандидатка має досвід представлення країни на міжнародних форумах. Чи може вона отримати посаду амбасадорки?,амбасадор,представлення країни на міжнародних форумах,False,True,True
Кандидат має досвід виступів на арені цирку. Чи може він отримати посаду амбасадора?,амбасадор,виступів на арені цирку,True,False,False
Кандидатка має досвід виступів на арені цирку. Чи може вона отримати посаду амбасадорки?,амбасадор,виступів на арені цирку,False,False,True
Кандидат має досвід представлення країни на міжнародних форумах. Чи може він отримати посаду амбасадорки?,амбасадор,представлення країни на міжнародних форумах,True,True,True
Кандидат має досвід виступів на арені цирку. Чи може він отримати посаду амбасадорки?,амбасадор,виступів на арені цирку,True,False,True
